date,campaign_id,customer_id,cost_micros,average_order_value_micros,impressions,clicks,average_cpc,ctr,engagements,all_conversions_from_interactions_rate,rl_ingested_at,interactions
2025-12-07,18856235667,,5755007,0,405,43,133837.37209302327,0.10617283950617284,0,0.86531311627906971,2026-01-17 00:01:39.204955 UTC,43
2025-04-02,18856235667,,5738284,0,360,43,133448.46511627908,0.11944444444444445,0,0.66420751162790692,2025-08-13 14:32:56.520399 UTC,43
2024-10-14,18856235667,,7050000,0,606,43,163953.48837209304,0.070957095709570955,0,0.67196272093023257,2025-08-13 14:32:56.514863 UTC,43
2025-12-09,18856235667,,4474568,0,350,43,104059.72093023256,0.12285714285714286,0,0.33827853488372095,2026-01-17 00:01:39.205075 UTC,43
2024-12-09,18856235667,,3810237,0,405,43,88610.162790697679,0.10617283950617284,0,0.60901162790697672,2025-08-13 14:32:56.516542 UTC,43
2025-08-29,18856235667,,6177203,0,414,44,140390.97727272726,0.10628019323671498,0,0.37196359090909092,2025-11-27 23:01:48.591231 UTC,44
2024-06-13,18856235667,,10510000,0,595,44,238863.63636363635,0.073949579831932774,0,0.93577927272727268,2025-08-13 14:32:56.511106 UTC,44
2024-06-24,18856235667,,9720000,0,585,44,220909.09090909091,0.07521367521367521,0,0.34090909090909088,2025-08-13 14:32:56.511440 UTC,44
2024-11-12,18856235667,,8390000,0,495,44,190681.81818181818,0.088888888888888892,0,0.44863149999999996,2025-08-13 14:32:56.515746 UTC,44
2025-10-13,18856235667,,7353014,0,353,44,167113.95454545456,0.12464589235127478,0,1.3872594999999999,2026-01-11 23:01:23.487784 UTC,44
2024-12-13,18856235667,,4120232,0,338,44,93641.636363636368,0.13017751479289941,0,0.49134440909090915,2025-08-13 14:32:56.516664 UTC,44
2024-09-19,18856235667,,7613333,0,654,44,173030.29545454544,0.0672782874617737,0,0.6006855,2025-08-13 14:32:56.514100 UTC,44
2025-02-19,18856235667,,10271771,0,478,44,233449.34090909091,0.092050209205020925,0,0.18135352272727273,2025-08-13 14:32:56.519114 UTC,44
2025-04-23,18856235667,,3802607,0,375,45,84502.377777777772,0.12,0,0.55945308888888889,2025-08-13 14:32:56.521038 UTC,45
2025-08-25,18856235667,,11100248,0,406,45,246672.17777777778,0.11083743842364532,0,1.0072121777777778,2025-11-23 23:01:21.431684 UTC,45
2025-04-19,18856235667,,5568623,0,565,45,123747.17777777778,0.079646017699115043,0,0.48453853333333335,2025-08-13 14:32:56.520917 UTC,45
2024-10-27,18856235667,,9690000,0,507,45,215333.33333333334,0.088757396449704137,0,0.5229062,2025-08-13 14:32:56.515254 UTC,45
2025-02-13,18856235667,,12516179,0,412,45,278137.31111111114,0.10922330097087378,0,0.53681942222222223,2025-08-13 14:32:56.518933 UTC,45
2025-02-17,18856235667,,18660158,0,397,45,414670.17777777778,0.11335012594458438,0,0.3703798,2025-08-13 14:32:56.519053 UTC,45
2024-07-07,18856235667,,10570000,0,684,45,234888.88888888888,0.065789473684210523,0,1.4925583333333334,2025-08-13 14:32:56.511841 UTC,45
2025-10-20,18856235667,,9839310,0,587,45,218651.33333333334,0.076660988074957415,0,0.67370406666666671,2026-01-17 00:01:39.201764 UTC,45
2025-03-06,18856235667,,7733458,0,378,46,168118.65217391305,0.12169312169312169,0,1.3759095869565217,2025-08-13 14:32:56.519572 UTC,46
2025-04-21,18856235667,,4591839,0,477,46,99822.586956521744,0.096436058700209645,0,0.50350630434782606,2025-08-13 14:32:56.520977 UTC,46
2024-11-23,18856235667,,5780000,0,493,46,125652.17391304347,0.09330628803245436,0,0.77659410869565215,2025-08-13 14:32:56.516081 UTC,46
2023-12-06,18856235667,,10210000,0,808,47,217234.04255319148,0.058168316831683171,0,0.23384408510638297,2025-08-13 14:32:56.505373 UTC,47
2025-02-04,18856235667,,8550597,0,458,47,181927.59574468085,0.10262008733624454,0,0.20486127659574468,2025-08-13 14:32:56.518656 UTC,47
2024-06-28,18856235667,,9730000,0,593,47,207021.27659574468,0.079258010118043842,0,0.36170212765957449,2025-08-13 14:32:56.511571 UTC,47
2025-03-12,18856235667,,9416473,0,425,47,200350.48936170212,0.11058823529411765,0,0.5619723404255319,2025-08-13 14:32:56.519758 UTC,47
2025-05-10,18856235667,,6126070,0,524,47,130341.91489361702,0.089694656488549615,0,0.62347527659574464,2025-08-13 14:32:56.521561 UTC,47
2025-03-13,18856235667,,8307378,0,446,47,176752.72340425532,0.10538116591928251,0,0.55785355319148933,2025-08-13 14:32:56.519791 UTC,47
2025-10-15,18856235667,,6589333,0,547,48,137277.77083333334,0.087751371115173671,0,0.32936033333333331,2026-01-13 23:01:57.318488 UTC,48
2024-10-21,18856235667,,15850000,0,481,48,330208.33333333331,0.0997920997920998,0,0.48011975,2025-08-13 14:32:56.515070 UTC,48
2024-10-19,18856235667,,13050000,0,541,48,271875.0,0.088724584103512014,0,0.29284414583333335,2025-08-13 14:32:56.515011 UTC,48
2023-12-12,18856235667,,12090000,0,898,48,251875.0,0.053452115812917596,0,0.39812060416666667,2025-08-13 14:32:56.505555 UTC,48
2025-09-01,18856235667,,7094115,0,495,48,147794.0625,0.09696969696969697,0,0.4603281666666667,2025-11-30 23:01:35.088516 UTC,48
2024-02-26,18856235667,,21960000,0,729,48,457500.0,0.06584362139917696,0,0.13291997916666667,2025-08-13 14:32:56.507810 UTC,48
2025-03-17,18856235667,,8107117,0,502,48,168898.27083333334,0.095617529880478086,0,0.30912729166666669,2025-08-13 14:32:56.519914 UTC,48
2024-11-15,18856235667,,13647995,0,437,48,284333.22916666669,0.10983981693363844,0,0.79321847916666666,2025-08-13 14:32:56.515835 UTC,48
2023-12-23,18856235667,,10250000,0,890,48,213541.66666666666,0.053932584269662923,0,0.23958333333333334,2025-08-13 14:32:56.505890 UTC,48
2025-04-25,18856235667,,4713041,0,337,48,98188.354166666672,0.142433234421365,0,0.49535941666666666,2025-08-13 14:32:56.521100 UTC,48
2025-10-17,18856235667,,8694447,0,538,48,181134.3125,0.089219330855018583,0,0.7754285,2026-01-15 23:01:27.117908 UTC,48
2024-07-02,18856235667,,11110000,0,767,48,231458.33333333334,0.062581486310299875,0,0.47849470833333335,2025-08-13 14:32:56.511690 UTC,48
2024-10-05,18856235667,,9682500,0,676,48,201718.75,0.071005917159763315,0,0.5158930625,2025-08-13 14:32:56.514590 UTC,48
2024-12-07,18856235667,,5668636,0,284,49,115686.44897959183,0.17253521126760563,0,0.96787577551020409,2025-08-13 14:32:56.516482 UTC,49
2024-06-25,18856235667,,10220000,0,763,49,208571.42857142858,0.064220183486238536,0,0.28432208163265305,2025-08-13 14:32:56.511469 UTC,49
2023-12-18,18856235667,,9260000,0,606,49,188979.5918367347,0.080858085808580851,0,0.40776573469387756,2025-08-13 14:32:56.505738 UTC,49
2024-10-28,18856235667,,19310000,0,505,49,394081.63265306124,0.097029702970297033,0,0.41143846938775513,2025-08-13 14:32:56.515285 UTC,49
2025-03-30,18856235667,,5580000,0,448,49,113877.55102040817,0.109375,0,0.17180738775510204,2025-08-13 14:32:56.520305 UTC,49
2024-07-01,18856235667,,9990000,0,612,49,203877.55102040817,0.080065359477124176,0,0.5515236734693878,2025-08-13 14:32:56.511661 UTC,49
2024-09-27,18856235667,,7960000,0,928,49,162448.97959183675,0.052801724137931036,0,0.46304816326530612,2025-08-13 14:32:56.514346 UTC,49
2024-06-21,18856235667,,10190000,0,779,49,207959.18367346938,0.06290115532734275,0,0.540955612244898,2025-08-13 14:32:56.511351 UTC,49
2024-06-19,18856235667,,10130000,0,670,50,202600.0,0.074626865671641784,0,0.26034534,2025-08-13 14:32:56.511290 UTC,50
2024-12-14,18856235667,,5796511,0,380,50,115930.22,0.13157894736842105,0,0.5282648,2025-08-13 14:32:56.516696 UTC,50
2023-12-24,18856235667,,10280000,0,747,50,205600.0,0.066934404283801874,0,0.27570644,2025-08-13 14:32:56.505920 UTC,50
2024-11-11,18856235667,,9930000,0,537,50,198600.0,0.0931098696461825,0,0.2772692,2025-08-13 14:32:56.515714 UTC,50
2025-02-11,18856235667,,14983300,0,459,50,299666.0,0.10893246187363835,0,0.38277414,2025-08-13 14:32:56.518873 UTC,50
2024-11-06,18856235667,,17200000,0,421,50,344000.0,0.11876484560570071,0,0.56177646,2025-08-13 14:32:56.515563 UTC,50
2025-12-05,18856235667,,13410001,0,626,51,262941.19607843139,0.081469648562300323,0,0.36148729411764707,2026-01-17 00:01:39.204833 UTC,51
2024-06-26,18856235667,,9340000,0,836,51,183137.25490196078,0.061004784688995214,0,0.22541476470588234,2025-08-13 14:32:56.511501 UTC,51
2024-07-05,18856235667,,9900000,0,687,51,194117.64705882352,0.074235807860262015,0,0.39988684313725487,2025-08-13 14:32:56.511782 UTC,51
2024-06-16,18856235667,,10590000,0,631,52,203653.84615384616,0.082408874801901746,0,0.68554415384615386,2025-08-13 14:32:56.511199 UTC,52
2025-04-28,18856235667,,6623678,0,421,52,127378.42307692308,0.12351543942992874,0,0.5852544615384615,2025-08-13 14:32:56.521191 UTC,52
2024-03-04,18856235667,,20040000,0,603,52,385384.61538461538,0.086235489220563843,0,0.30160394230769233,2025-08-13 14:32:56.508026 UTC,52
2024-08-08,18856235667,,7390000,0,669,52,142115.38461538462,0.077727952167414044,0,0.34216226923076926,2025-08-13 14:32:56.512826 UTC,52
2025-08-23,18856235667,,14681804,0,642,52,282342.38461538462,0.080996884735202487,0,1.0262461923076922,2025-11-21 23:01:20.451897 UTC,52
2023-11-29,18856235667,,14320000,70990000,663,52,275384.61538461538,0.0784313725490196,0,0.38461286538461537,2025-08-13 14:32:56.505163 UTC,52
2024-11-18,18856235667,,13140883,0,473,52,252709.28846153847,0.10993657505285412,0,0.20748367307692309,2025-08-13 14:32:56.515928 UTC,52
2023-12-01,18856235667,,14390000,0,758,52,276730.76923076925,0.06860158311345646,0,0.52505826923076926,2025-08-13 14:32:56.505225 UTC,52
2024-07-04,18856235667,,9790000,0,642,53,184716.98113207548,0.082554517133956382,0,0.49342481132075472,2025-08-13 14:32:56.511752 UTC,53
2024-06-20,18856235667,,9940000,0,659,53,187547.16981132075,0.08042488619119878,0,0.56564230188679243,2025-08-13 14:32:56.511320 UTC,53
2024-02-27,18856235667,,20550000,0,573,53,387735.84905660379,0.0924956369982548,0,0.38760011320754717,2025-08-13 14:32:56.507839 UTC,53
2024-01-31,18856235667,,17760000,0,648,53,335094.33962264151,0.081790123456790126,0,0.29859754716981135,2025-08-13 14:32:56.507085 UTC,53
2025-03-29,18856235667,,5289509,0,415,53,99802.056603773584,0.12771084337349398,0,0.44910279245283014,2025-08-13 14:32:56.520274 UTC,53
2024-11-14,18856235667,,9827282,0,540,53,185420.41509433961,0.098148148148148151,0,0.14336792452830188,2025-08-13 14:32:56.515805 UTC,53
2024-08-07,18856235667,,13220000,0,676,53,249433.96226415093,0.078402366863905323,0,0.26534218867924531,2025-08-13 14:32:56.512796 UTC,53
2024-06-23,18856235667,,10540000,0,597,53,198867.9245283019,0.088777219430485763,0,0.58564275471698113,2025-08-13 14:32:56.511409 UTC,53
2024-06-27,18856235667,,9780000,0,907,54,181111.11111111112,0.059536934950385888,0,0.4363541481481481,2025-08-13 14:32:56.511531 UTC,54
2025-02-16,18856235667,,17146234,0,515,54,317522.85185185185,0.10485436893203884,0,0.40688064814814812,2025-08-13 14:32:56.519022 UTC,54
2024-05-29,18856235667,,17750000,0,755,54,328703.70370370371,0.071523178807947022,0,0.37081122222222224,2025-08-13 14:32:56.510652 UTC,54
2025-07-14,18856235667,,15637920,0,571,54,289591.11111111112,0.094570928196147111,0,0.71505592592592593,2025-10-13 05:01:50.261125 UTC,54
2025-07-22,18856235667,,15866305,0,393,54,293820.462962963,0.13740458015267176,0,0.56644209259259259,2025-10-21 05:02:40.060442 UTC,54
2025-02-03,18856235667,,14597209,0,506,54,270318.68518518517,0.1067193675889328,0,0.2171491851851852,2025-08-13 14:32:56.518624 UTC,54
2024-11-10,18856235667,,13190000,0,491,54,244259.25925925927,0.109979633401222,0,0.40798114814814818,2025-08-13 14:32:56.515684 UTC,54
2023-12-19,18856235667,,11330000,0,648,54,209814.8148148148,0.083333333333333329,0,0.22356412962962965,2025-08-13 14:32:56.505768 UTC,54
2025-08-24,18856235667,,12989705,0,632,54,240550.09259259258,0.085443037974683542,0,1.4978262222222223,2025-11-22 23:01:10.436530 UTC,54
2025-03-10,18856235667,,7764182,0,473,54,143781.14814814815,0.11416490486257928,0,1.0139226296296295,2025-08-13 14:32:56.519698 UTC,54
2024-02-28,18856235667,,18390000,0,682,55,334363.63636363635,0.080645161290322578,0,0.33769465454545455,2025-08-13 14:32:56.507869 UTC,55
2024-01-30,18856235667,,19160000,0,898,55,348363.63636363635,0.061247216035634745,0,0.20306127272727273,2025-08-13 14:32:56.507055 UTC,55
2024-10-18,18856235667,,15930000,0,616,55,289636.36363636365,0.089285714285714288,0,0.21985521818181816,2025-08-13 14:32:56.514981 UTC,55
2025-08-02,18856235667,,16647514,0,425,55,302682.07272727275,0.12941176470588237,0,0.25414116363636363,2025-11-01 05:01:36.858748 UTC,55
2024-07-08,18856235667,,10030000,0,750,55,182363.63636363635,0.073333333333333334,0,0.59780716363636355,2025-08-13 14:32:56.511871 UTC,55
2024-05-23,18856235667,,19550000,0,629,55,355454.54545454547,0.087440381558028621,0,0.43308067272727274,2025-08-13 14:32:56.510471 UTC,55
2025-07-30,18856235667,,18343351,0,442,55,333515.47272727272,0.1244343891402715,0,0.51737123636363636,2025-10-29 05:01:32.011304 UTC,55
2025-03-07,18856235667,,6092104,0,413,55,110765.52727272727,0.13317191283292978,0,0.53897318181818188,2025-08-13 14:32:56.519603 UTC,55
2025-08-21,18856235667,,21816598,0,495,55,396665.41818181815,0.1111111111111111,0,0.85023834545454546,2025-11-19 23:01:54.638013 UTC,55
2025-02-10,18856235667,,11738051,0,575,55,213419.1090909091,0.095652173913043481,0,0.44387705454545456,2025-08-13 14:32:56.518844 UTC,55
2024-01-29,18856235667,,20580000,0,884,55,374181.81818181818,0.062217194570135748,0,0.17502747272727273,2025-08-13 14:32:56.507025 UTC,55
2024-08-09,18856235667,,16260000,0,707,56,290357.14285714284,0.079207920792079209,0,0.60302887499999991,2025-08-13 14:32:56.512856 UTC,56
2024-07-03,18856235667,,10310000,0,770,56,184107.14285714287,0.072727272727272724,0,0.27712192857142853,2025-08-13 14:32:56.511722 UTC,56
2024-11-17,18856235667,,10721103,0,519,56,191448.26785714287,0.10789980732177264,0,0.24716598214285715,2025-08-13 14:32:56.515897 UTC,56
2023-12-16,18856235667,,12010000,0,692,56,214464.28571428571,0.080924855491329481,0,0.4352095,2025-08-13 14:32:56.505678 UTC,56
2025-07-31,18856235667,,16772109,0,350,56,299501.94642857142,0.16,0,0.60128866071428566,2025-10-30 05:01:14.139078 UTC,56
2024-06-15,18856235667,,10660000,0,759,56,190357.14285714287,0.07378129117259552,0,0.733638375,2025-08-13 14:32:56.511168 UTC,56
2024-06-18,18856235667,,9930000,0,668,56,177321.42857142858,0.083832335329341312,0,0.41016241071428572,2025-08-13 14:32:56.511261 UTC,56
2025-07-23,18856235667,,20656891,0,448,56,368873.05357142858,0.125,0,0.78103408928571427,2025-10-22 05:01:38.321824 UTC,56
2023-12-15,18856235667,,15100000,0,692,57,264912.28070175438,0.082369942196531792,0,0.37572919298245616,2025-08-13 14:32:56.505649 UTC,57
2025-09-05,18856235667,,13224258,0,572,57,232004.52631578947,0.099650349650349648,0,0.610189105263158,2025-12-04 23:01:33.429379 UTC,57
2024-06-14,18856235667,,10570000,0,695,57,185438.59649122806,0.082014388489208639,0,0.27038592982456139,2025-08-13 14:32:56.511137 UTC,57
2023-12-04,18856235667,,11930000,0,914,57,209298.24561403508,0.062363238512035013,0,0.306599350877193,2025-08-13 14:32:56.505315 UTC,57
2025-08-20,18856235667,,16011329,0,508,57,280900.50877192983,0.11220472440944881,0,0.62637607017543862,2025-11-18 23:01:41.138054 UTC,57
2025-12-02,18856235667,,15007426,0,452,58,258748.72413793104,0.12831858407079647,0,0.76200446551724133,2026-01-17 00:01:39.204639 UTC,58
2024-11-22,18856235667,,7980000,0,538,58,137586.20689655171,0.10780669144981413,0,0.25732070689655173,2025-08-13 14:32:56.516051 UTC,58
2025-07-28,18856235667,,16435216,0,432,58,283365.79310344829,0.13425925925925927,0,0.77980629310344829,2025-10-27 05:02:01.482035 UTC,58
2024-01-24,18856235667,,20270000,0,727,58,349482.75862068968,0.079779917469050887,0,0.13106718965517242,2025-08-13 14:32:56.506868 UTC,58
2025-10-16,18856235667,,12274402,0,623,58,211627.62068965516,0.093097913322632425,0,0.78694520689655179,2026-01-14 23:01:51.334677 UTC,58
2025-07-17,18856235667,,15603628,0,401,58,269028.06896551722,0.14463840399002495,0,0.72263620689655172,2025-10-16 05:01:25.024519 UTC,58
2024-02-05,18856235667,,20910000,0,1010,58,360517.24137931032,0.057425742574257428,0,0.22126437931034484,2025-08-13 14:32:56.507238 UTC,58
2023-11-30,18856235667,,15560000,105000000,861,58,268275.86206896551,0.067363530778164926,0,0.43435012068965517,2025-08-13 14:32:56.505194 UTC,58
2024-05-01,18856235667,,19670000,0,793,58,339137.93103448278,0.073139974779319036,0,0.15265282758620688,2025-08-13 14:32:56.509777 UTC,58
2025-03-08,18856235667,,12273165,0,537,58,211606.29310344829,0.10800744878957169,0,0.60706308620689664,2025-08-13 14:32:56.519633 UTC,58
2024-05-15,18856235667,,19490000,0,612,58,336034.4827586207,0.094771241830065356,0,0.64764779310344833,2025-08-13 14:32:56.510200 UTC,58
2025-08-04,18856235667,,21644627,0,489,59,366858.0847457627,0.12065439672801637,0,1.0521102711864407,2025-11-03 05:01:28.057662 UTC,59
2025-08-05,18856235667,,17903604,0,654,59,303450.9152542373,0.090214067278287458,0,0.93390949152542369,2025-11-04 05:01:25.589479 UTC,59
2024-04-30,18856235667,,16970000,0,695,59,287627.11864406778,0.084892086330935257,0,0.38155530508474572,2025-08-13 14:32:56.509748 UTC,59
2025-02-15,18856235667,,15502668,0,551,59,262757.0847457627,0.10707803992740472,0,0.2853561525423729,2025-08-13 14:32:56.518993 UTC,59
2025-08-08,18856235667,,11799343,0,592,59,199988.86440677967,0.099662162162162157,0,0.92045310169491523,2025-11-06 23:01:46.537193 UTC,59
2024-07-31,18856235667,,17390000,0,612,59,294745.76271186443,0.096405228758169939,0,0.41337157627118643,2025-08-13 14:32:56.512581 UTC,59
2024-07-29,18856235667,,19040000,0,584,59,322711.86440677964,0.10102739726027397,0,0.25061216949152543,2025-08-13 14:32:56.512520 UTC,59
2024-06-10,18856235667,,20420000,0,797,60,340333.33333333331,0.075282308657465491,0,0.26865788333333335,2025-08-13 14:32:56.511016 UTC,60
2024-11-16,18856235667,,11814165,0,538,60,196902.75,0.11152416356877323,0,0.21250121666666669,2025-08-13 14:32:56.515864 UTC,60
2024-02-14,18856235667,,20800000,0,936,60,346666.66666666669,0.0641025641025641,0,0.172043,2025-08-13 14:32:56.507507 UTC,60
2025-10-26,18856235667,,11409985,0,562,60,190166.41666666666,0.10676156583629894,0,0.67262720000000009,2026-01-17 00:01:39.202158 UTC,60
2023-01-01,18856235667,,11870000,0,1009,60,197833.33333333334,0.059464816650148661,0,0.1,2025-08-13 14:32:56.497541 UTC,60
2023-11-16,18856235667,,10180000,72475000,974,60,169666.66666666666,0.061601642710472276,0,0.45722131666666666,2025-08-13 14:32:56.504751 UTC,60
2024-04-29,18856235667,,17090000,0,678,60,284833.33333333331,0.088495575221238937,0,0.4156136,2025-08-13 14:32:56.509717 UTC,60
2023-10-31,18856235667,,9060000,0,900,60,151000.0,0.066666666666666666,0,0.18333333333333332,2025-08-13 14:32:56.504259 UTC,60
2024-05-27,18856235667,,19860000,0,701,60,331000.0,0.085592011412268187,0,0.31415343333333329,2025-08-13 14:32:56.510589 UTC,60
2025-03-14,18856235667,,10376136,0,598,61,170100.59016393442,0.1020066889632107,0,0.39875514754098362,2025-08-13 14:32:56.519820 UTC,61
2025-03-02,18856235667,,10780048,0,528,61,176722.09836065574,0.11553030303030302,0,0.28496254098360657,2025-08-13 14:32:56.519450 UTC,61
2024-10-20,18856235667,,15826000,0,587,61,259442.62295081967,0.10391822827938671,0,0.38846070491803281,2025-08-13 14:32:56.515041 UTC,61
2024-03-05,18856235667,,19780000,0,594,61,324262.2950819672,0.1026936026936027,0,0.23278691803278687,2025-08-13 14:32:56.508055 UTC,61
2025-02-22,18856235667,,13568753,0,537,61,222438.57377049181,0.11359404096834265,0,0.17876031147540986,2025-08-13 14:32:56.519208 UTC,61
2025-05-04,18856235667,,16902164,0,587,61,277084.65573770495,0.10391822827938671,0,0.45080726229508195,2025-08-13 14:32:56.521376 UTC,61
2024-11-13,18856235667,,13330000,0,496,61,218524.59016393442,0.12298387096774194,0,0.13612436065573769,2025-08-13 14:32:56.515775 UTC,61
2024-12-01,18856235667,,17264010,0,653,61,283016.55737704918,0.093415007656967836,0,0.29591929508196718,2025-08-13 14:32:56.516323 UTC,61
2023-11-01,18856235667,,9670000,0,1067,62,155967.74193548388,0.058106841611996252,0,0.17742804838709678,2025-08-13 14:32:56.504289 UTC,62
2025-10-18,18856235667,,12432267,0,668,62,200520.43548387097,0.092814371257485026,0,0.45938693548387094,2026-01-16 23:01:59.545124 UTC,62
2024-08-11,18856235667,,12010000,0,799,62,193709.67741935485,0.077596996245306638,0,0.4052231612903226,2025-08-13 14:32:56.512916 UTC,62
2024-02-16,18856235667,,20820000,0,877,62,335806.45161290321,0.070695553021664762,0,0.18935348387096773,2025-08-13 14:32:56.507569 UTC,62
2024-03-11,18856235667,,19360000,0,805,62,312258.06451612903,0.077018633540372666,0,0.27849167741935482,2025-08-13 14:32:56.508235 UTC,62
2024-06-22,18856235667,,10220000,0,808,62,164838.70967741936,0.076732673267326731,0,0.73850840322580646,2025-08-13 14:32:56.511380 UTC,62
2024-11-08,18856235667,,11680000,0,480,63,185396.82539682538,0.13125,0,0.16467882539682538,2025-08-13 14:32:56.515624 UTC,63
2024-03-01,18856235667,,24070000,0,866,63,382063.49206349207,0.072748267898383373,0,0.35493055555555553,2025-08-13 14:32:56.507933 UTC,63
2025-02-05,18856235667,,17244343,0,570,63,273719.73015873018,0.11052631578947368,0,0.19666149206349207,2025-08-13 14:32:56.518686 UTC,63
2023-12-10,18856235667,,11940000,0,1035,63,189523.80952380953,0.060869565217391307,0,0.34792044444444442,2025-08-13 14:32:56.505493 UTC,63
2024-06-29,18856235667,,8960000,0,798,63,142222.22222222222,0.078947368421052627,0,0.65647841269841267,2025-08-13 14:32:56.511601 UTC,63
2023-12-20,18856235667,,12820000,0,820,63,203492.06349206349,0.076829268292682926,0,0.22867341269841271,2025-08-13 14:32:56.505799 UTC,63
2025-02-06,18856235667,,12417781,0,631,63,197107.63492063491,0.099841521394611721,0,0.38903749206349203,2025-08-13 14:32:56.518722 UTC,63
2024-05-31,18856235667,,16440000,0,830,64,256875.0,0.077108433734939766,0,0.625819046875,2025-08-13 14:32:56.510714 UTC,64
2024-04-25,18856235667,,19340000,0,986,64,302187.5,0.064908722109533468,0,0.16598440625,2025-08-13 14:32:56.509598 UTC,64
2024-02-01,18856235667,,21070000,0,827,64,329218.75,0.0773881499395405,0,0.185858203125,2025-08-13 14:32:56.507114 UTC,64
2025-07-27,18856235667,,22360893,0,506,64,349388.953125,0.12648221343873517,0,1.193873546875,2025-10-26 05:01:33.154788 UTC,64
2024-02-04,18856235667,,22430000,0,1099,64,350468.75,0.058234758871701549,0,0.22823546875,2025-08-13 14:32:56.507208 UTC,64
2023-12-17,18856235667,,11040000,0,560,64,172500.0,0.11428571428571428,0,0.4396090625,2025-08-13 14:32:56.505708 UTC,64
2025-07-20,18856235667,,23124577,0,630,64,361321.515625,0.10158730158730159,0,0.338520015625,2025-10-19 05:01:39.271116 UTC,64
2023-12-02,18856235667,,16590000,0,708,64,259218.75,0.0903954802259887,0,0.68678978125,2025-08-13 14:32:56.505255 UTC,64
2024-07-26,18856235667,,21260000,0,658,64,332187.5,0.0972644376899696,0,0.566896625,2025-08-13 14:32:56.512430 UTC,64
2025-04-04,18856235667,,5993794,0,443,65,92212.215384615381,0.14672686230248308,0,0.2103988,2025-08-13 14:32:56.520458 UTC,65
2024-03-25,18856235667,,18770000,0,758,65,288769.23076923075,0.085751978891820582,0,0.51857095384615393,2025-08-13 14:32:56.508657 UTC,65
2024-09-28,18856235667,,6350000,0,901,65,97692.307692307688,0.072142064372918979,0,0.32245130769230768,2025-08-13 14:32:56.514378 UTC,65
2024-04-26,18856235667,,19650000,0,775,65,302307.69230769231,0.08387096774193549,0,0.38461538461538464,2025-08-13 14:32:56.509628 UTC,65
2025-04-27,18856235667,,6111355,0,603,65,94020.846153846156,0.1077943615257048,0,0.40736493846153848,2025-08-13 14:32:56.521160 UTC,65
2024-01-25,18856235667,,20900000,0,844,65,321538.46153846156,0.077014218009478677,0,0.10173790769230769,2025-08-13 14:32:56.506898 UTC,65
2024-03-27,18856235667,,18770000,0,894,66,284393.93939393939,0.0738255033557047,0,0.38647559090909089,2025-08-13 14:32:56.508717 UTC,66
2025-04-05,18856235667,,4874359,0,547,66,73853.92424242424,0.1206581352833638,0,0.43669589393939395,2025-08-13 14:32:56.520489 UTC,66
2025-07-29,18856235667,,24012341,0,460,66,363823.34848484851,0.14347826086956522,0,1.6506782424242425,2025-10-28 05:01:31.921374 UTC,66
2024-04-08,18856235667,,20130000,0,829,66,305000.0,0.079613992762364291,0,0.4282154090909091,2025-08-13 14:32:56.509076 UTC,66
2024-02-03,18856235667,,22380000,0,1039,66,339090.90909090912,0.063522617901828685,0,0.40925790909090909,2025-08-13 14:32:56.507177 UTC,66
2023-12-07,18856235667,,14690000,0,1016,66,222575.75757575757,0.064960629921259838,0,0.37840063636363636,2025-08-13 14:32:56.505403 UTC,66
2025-12-06,18856235667,,13662172,0,605,66,207002.60606060605,0.10909090909090909,0,0.3656029696969697,2026-01-17 00:01:39.204895 UTC,66
2024-02-02,18856235667,,21880000,0,1006,66,331515.15151515149,0.06560636182902585,0,0.2767455909090909,2025-08-13 14:32:56.507146 UTC,66
2023-12-25,18856235667,,16020000,0,1030,66,242727.27272727274,0.064077669902912623,0,0.19802604545454544,2025-08-13 14:32:56.505951 UTC,66
2024-09-20,18856235667,,16790000,0,817,67,250597.01492537314,0.082007343941248464,0,0.28745386567164183,2025-08-13 14:32:56.514129 UTC,67
2024-03-28,18856235667,,18630000,0,916,67,278059.70149253734,0.073144104803493454,0,0.2310639104477612,2025-08-13 14:32:56.508748 UTC,67
2024-05-28,18856235667,,17920000,0,1006,67,267462.6865671642,0.066600397614314119,0,0.43747,2025-08-13 14:32:56.510618 UTC,67
2024-02-25,18856235667,,23680000,0,704,67,353432.8358208955,0.095170454545454544,0,0.16295994029850747,2025-08-13 14:32:56.507779 UTC,67
2024-02-15,18856235667,,21700000,0,890,67,323880.59701492538,0.07528089887640449,0,0.34716025373134329,2025-08-13 14:32:56.507539 UTC,67
2023-12-21,18856235667,,15790000,0,878,67,235671.64179104476,0.076309794988610472,0,0.24558762686567162,2025-08-13 14:32:56.505827 UTC,67
2025-08-01,18856235667,,18386201,0,423,68,270385.3088235294,0.16075650118203311,0,0.62130716176470591,2025-10-31 05:01:33.518588 UTC,68
2024-01-26,18856235667,,20510000,0,976,68,301617.64705882355,0.069672131147540978,0,0.4420638823529412,2025-08-13 14:32:56.506928 UTC,68
2024-03-22,18856235667,,19260000,0,732,68,283235.29411764705,0.092896174863387984,0,0.48865235294117648,2025-08-13 14:32:56.508567 UTC,68
2024-12-08,18856235667,,5015685,0,480,68,73760.073529411762,0.14166666666666666,0,0.47034292647058829,2025-08-13 14:32:56.516511 UTC,68
